Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1192,160,30,24.0,2645,1,1,100,100,100,60,100,22,60,60,25,90,8,5,1999,2000,80,60,40,40,85,456.0,80,65,100,80,65,20,10,0,10,0,776,776,100,100,1,100,764,677,0,1441,0,0,2,1,2,1,80,5,100,0,0,60,1999.0,33,2,492,65,65,100,206,0,0,0,0,0,0,0,0,0,11,2007,80,100,174000
1193,50,80,60.0,9600,1,2,100,100,100,60,100,18,60,60,100,80,5,8,1925,1994,50,60,70,70,0,0.0,65,65,100,65,65,40,10,0,10,0,702,702,100,80,1,100,842,630,0,1472,0,0,1,0,3,1,80,6,100,0,0,60,1925.0,33,1,250,65,40,50,0,0,84,0,0,0,0,75,0,0,7,2007,80,100,125000
1194,120,80,73.0,4500,1,0,100,100,100,40,100,12,60,60,80,70,6,5,1999,1999,100,60,70,70,85,425.0,65,65,100,100,65,20,100,883,10,0,341,1224,100,100,1,100,1224,0,0,1224,1,0,2,0,2,1,50,5,100,0,0,80,1999.0,100,2,402,65,65,100,0,304,0,0,0,0,0,0,0,0,6,2009,80,100,165000
1195,60,60,80.0,9364,1,0,100,100,100,80,100,20,60,60,100,90,6,7,1969,1969,80,60,45,45,100,143.0,65,65,70,65,65,20,80,371,10,0,292,663,100,65,1,100,663,689,0,1352,0,0,1,1,4,1,50,7,100,0,0,80,1969.0,100,1,299,65,65,100,379,36,0,0,0,0,0,50,0,0,3,2010,80,100,158000
1196,60,60,51.0,8029,1,0,75,100,100,60,100,9,60,60,100,90,6,5,2005,2005,80,60,70,70,0,0.0,65,65,100,80,65,20,10,0,10,0,728,728,100,100,1,100,728,728,0,1456,0,0,2,1,3,1,80,8,100,0,0,80,2005.0,100,2,400,65,65,100,100,24,0,0,0,0,0,0,0,0,7,2008,80,100,176000
1197,60,60,58.0,14054,1,0,75,100,100,60,100,9,60,60,100,90,7,5,2006,2006,80,60,70,70,0,0.0,80,65,100,80,65,70,10,0,10,0,879,879,100,100,1,100,879,984,0,1863,0,0,2,1,4,1,80,9,100,1,80,100,2006.0,100,3,660,65,65,100,100,17,0,0,0,0,0,0,0,0,11,2006,100,80,219210
1198,75,80,65.0,8850,1,0,75,70,100,80,100,18,60,60,100,60,7,6,1916,1950,80,60,40,40,0,0.0,65,65,80,65,65,20,10,0,10,0,815,815,100,100,1,100,815,875,0,1690,0,0,1,0,3,1,50,7,100,1,80,60,1916.0,33,1,225,65,65,100,0,0,330,0,0,0,0,0,0,0,7,2006,45,100,144000
1199,20,60,70.0,9100,1,0,100,100,100,60,100,6,60,60,100,70,7,5,2001,2001,80,60,70,70,0,0.0,80,65,100,80,65,20,10,0,10,0,1212,1212,100,100,1,100,1212,0,0,1212,0,0,2,0,3,1,80,6,100,0,0,80,2001.0,66,2,573,65,65,100,356,0,0,0,0,0,0,0,0,0,6,2009,80,100,178000
1200,20,60,75.0,11235,1,0,100,100,100,60,100,20,60,60,100,70,4,5,1963,1979,80,60,45,45,85,51.0,65,65,70,65,65,20,50,547,10,0,504,1051,100,80,1,100,1382,0,0,1382,0,0,1,1,3,1,50,6,100,1,20,80,1974.0,33,2,459,65,65,100,0,82,0,0,0,0,0,0,0,0,10,2006,80,100,148000
1201,20,60,71.0,9353,1,0,100,100,100,60,100,13,60,60,100,70,4,5,1970,1970,80,60,40,40,0,0.0,65,65,70,65,65,20,10,0,10,0,864,864,100,80,1,100,864,0,0,864,0,0,1,0,3,1,50,5,100,0,0,80,1972.0,33,1,280,65,65,100,0,0,0,0,0,0,0,0,37,0,7,2006,20,20,116050
1202,60,60,80.0,10400,1,0,100,100,100,80,100,6,60,60,100,90,7,5,1998,1998,80,60,70,70,0,0.0,65,65,100,80,65,70,10,0,10,0,866,866,100,100,1,100,866,913,0,1779,0,0,2,1,3,1,80,6,100,0,0,80,1998.0,66,2,546,65,65,100,198,36,0,0,0,0,0,0,0,0,3,2009,80,100,197900
1203,50,80,50.0,6000,1,0,100,100,100,80,100,4,60,60,100,80,5,8,1925,1997,80,60,60,60,0,0.0,65,65,80,65,65,20,10,0,10,0,884,884,100,100,1,100,884,464,0,1348,1,0,1,0,3,1,50,5,100,1,40,60,1960.0,33,1,216,65,65,0,0,0,208,0,0,0,0,0,0,0,5,2009,80,100,117000
1204,20,60,75.0,9750,1,0,100,100,100,60,100,6,60,60,100,70,7,5,2000,2001,80,60,70,70,85,171.0,80,65,100,80,65,20,10,0,10,0,1630,1630,100,100,1,100,1630,0,0,1630,0,0,2,0,3,1,80,6,100,1,65,80,2000.0,33,2,451,65,65,100,74,234,0,0,0,0,0,0,0,0,10,2009,80,100,213000
1205,20,60,78.0,10140,1,0,100,100,100,60,100,15,60,60,100,70,5,6,1975,1975,80,60,45,45,0,0.0,65,65,70,80,65,20,80,788,10,0,268,1056,100,100,1,100,1074,0,0,1074,1,0,1,1,3,1,50,6,100,0,0,80,1975.0,66,2,495,65,65,100,0,88,0,0,0,0,0,50,0,0,7,2006,80,100,153500
1206,20,60,90.0,14684,1,0,75,100,100,100,100,21,60,60,100,70,7,7,1990,1991,100,60,45,45,85,234.0,80,65,70,80,65,40,80,485,60,177,1496,2158,100,80,1,100,2196,0,0,2196,0,0,2,0,3,1,80,7,100,1,65,80,1990.0,66,3,701,65,65,100,84,70,0,0,0,0,0,0,0,0,6,2009,80,100,271900
1207,20,50,66.5,8900,1,0,100,100,100,60,100,21,60,60,100,70,4,4,1966,1966,80,60,45,45,0,0.0,65,65,70,65,65,20,50,1056,10,0,0,1056,100,65,1,100,1056,0,0,1056,1,0,1,0,2,1,50,5,100,0,0,60,1966.0,33,1,384,65,65,100,0,42,0,0,0,0,0,50,0,0,11,2006,80,100,107000
1208,20,60,70.0,9135,1,0,100,100,100,60,100,6,60,60,100,70,6,5,2003,2003,80,60,70,70,85,120.0,80,65,100,80,65,70,100,340,10,0,1342,1682,100,100,1,100,1700,0,0,1700,1,0,2,0,3,1,80,7,100,0,0,80,2003.0,66,2,544,65,65,100,192,23,0,0,0,0,0,0,0,0,5,2006,80,100,200000
1209,20,60,70.0,7763,1,0,100,100,100,60,100,13,60,60,100,70,5,7,1962,1980,80,60,40,40,0,0.0,65,80,70,65,65,20,50,504,60,108,319,931,100,65,1,100,1283,0,0,1283,1,0,1,0,3,1,50,6,100,0,0,60,1980.0,33,2,506,65,65,100,0,0,0,0,0,0,0,0,0,0,10,2008,80,100,140000
1210,20,60,85.0,10182,1,0,75,100,100,100,100,22,35,60,100,70,8,5,2006,2006,100,60,70,70,100,420.0,80,65,100,100,65,40,100,1220,10,0,440,1660,100,100,1,100,1660,0,0,1660,1,0,2,0,3,1,80,8,100,1,80,80,2006.0,66,2,500,65,65,100,322,50,0,0,0,0,0,0,0,0,5,2006,100,80,290000
1211,60,60,70.0,11218,1,0,100,100,100,60,100,21,60,60,100,90,6,5,1992,1992,80,60,60,60,0,0.0,80,65,100,80,65,20,10,0,10,0,1055,1055,100,100,1,100,1055,790,0,1845,0,0,2,1,3,1,80,8,100,1,65,80,1992.0,66,2,462,65,65,100,635,104,0,0,0,0,0,100,37,400,5,2010,80,100,189000
1212,50,60,152.0,12134,1,0,75,70,100,60,50,9,60,60,100,80,8,7,1988,2005,80,60,60,60,0,0.0,80,65,20,80,65,70,100,427,10,0,132,559,100,80,1,100,1080,672,0,1752,0,0,2,0,4,1,50,8,100,0,0,70,1988.0,66,2,492,65,65,100,325,12,0,0,0,0,0,0,0,0,6,2010,80,100,164000
1213,30,60,50.0,9340,1,0,100,100,100,60,100,8,60,60,100,70,4,6,1941,1950,100,60,40,40,0,0.0,65,65,70,65,65,20,50,344,10,0,328,672,100,65,1,100,672,0,0,672,1,0,1,0,2,1,50,4,100,0,0,80,1941.0,33,1,234,65,65,0,0,113,0,0,0,0,0,0,0,0,8,2009,80,100,113000
1214,80,60,71.0,10246,1,0,75,100,100,100,100,20,60,60,100,40,4,9,1965,2001,80,60,70,70,0,0.0,65,80,70,65,80,70,100,648,10,0,0,648,100,100,1,100,960,0,0,960,1,1,0,0,0,1,50,3,100,0,0,80,1965.0,33,1,364,65,65,100,88,0,0,0,0,0,0,0,0,0,5,2006,80,100,145000
1215,85,60,69.0,10205,1,0,75,100,100,60,100,13,60,60,100,30,5,5,1962,1962,80,60,40,40,0,0.0,65,65,70,65,65,70,60,784,10,0,141,925,100,65,1,100,999,0,0,999,1,0,1,0,3,1,50,6,100,0,0,80,1962.0,33,1,300,65,65,100,150,72,0,0,0,0,0,0,0,0,5,2006,80,100,134500
1216,20,60,99.0,7094,1,0,75,100,100,60,100,20,60,60,100,70,5,5,1966,1966,80,60,70,70,0,0.0,65,65,70,65,65,20,50,180,30,374,340,894,100,65,1,100,894,0,0,894,0,0,1,0,3,1,50,5,100,0,0,60,1966.0,66,1,384,65,65,100,0,0,0,0,0,0,0,50,0,0,5,2007,80,100,125000
1217,90,80,68.0,8930,1,0,100,100,100,60,100,20,20,60,50,80,6,5,1978,1978,80,60,70,70,0,0.0,65,65,40,0,0,0,0,0,0,0,0,0,100,65,1,100,1318,584,0,1902,0,0,2,0,4,2,50,8,100,0,0,80,1978.0,33,2,539,65,65,100,0,0,0,0,0,0,0,0,0,0,4,2010,80,100,112000
1218,20,30,72.0,8640,1,0,100,100,100,60,100,22,60,60,100,70,8,5,2009,2009,80,60,85,85,100,72.0,80,65,100,80,65,40,100,936,10,0,364,1300,100,100,1,100,1314,0,0,1314,1,0,2,0,3,1,80,6,100,0,0,80,2009.0,66,2,552,65,65,100,135,112,0,0,0,0,0,0,0,0,9,2009,100,80,229456
1219,50,80,52.0,6240,1,0,100,100,100,60,100,4,60,60,100,80,4,5,1947,1950,80,60,15,15,0,0.0,65,65,40,0,0,0,0,0,0,0,0,0,100,80,0,100,672,240,0,912,0,0,1,0,2,1,50,3,100,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2006,80,100,80500
1220,160,80,21.0,1680,1,0,100,100,100,60,100,3,60,60,25,90,6,5,1971,1971,80,60,85,85,85,236.0,65,65,70,65,65,20,10,0,10,0,672,672,100,65,1,100,672,546,0,1218,0,0,1,1,3,1,50,7,100,0,0,0,0.0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,4,2006,80,20,91500
1221,20,60,66.0,7800,1,0,75,100,100,60,100,13,60,60,100,70,5,5,1964,1964,80,60,60,60,0,0.0,65,65,70,65,65,20,50,312,30,600,0,912,100,65,1,100,912,0,0,912,0,0,1,0,2,1,50,5,100,0,0,80,1964.0,33,1,288,65,65,100,0,0,0,0,0,0,0,0,0,0,11,2006,80,20,115000
1222,20,60,55.0,8250,1,0,100,100,100,60,100,20,50,60,100,70,5,5,1968,1968,100,60,45,45,0,0.0,65,65,70,65,65,20,60,250,30,492,210,952,100,100,1,100,1211,0,0,1211,0,0,1,0,3,1,50,5,100,1,65,80,1968.0,33,1,322,65,65,100,0,63,0,0,0,0,0,0,0,0,8,2008,80,100,134000
1223,50,60,78.0,10496,1,0,100,100,100,60,100,13,40,60,100,80,6,6,1949,1950,80,60,60,60,85,320.0,65,65,70,65,65,40,50,196,10,0,844,1040,100,100,1,100,1168,678,0,1846,0,0,2,0,3,1,50,7,100,1,80,80,1949.0,33,1,315,65,65,100,0,0,0,0,0,0,0,75,0,0,1,2007,80,100,143000
1224,20,60,89.0,10680,1,0,100,100,100,60,100,13,60,60,100,70,5,3,1951,1951,100,60,60,60,85,44.0,65,65,70,65,40,20,30,756,10,0,1380,2136,100,65,0,75,2136,0,0,2136,0,0,2,0,4,1,50,7,50,0,0,60,1951.0,33,2,528,65,65,100,0,30,0,0,0,0,0,50,0,0,10,2006,80,100,137900
1225,60,60,60.0,15384,1,0,75,100,100,60,100,9,20,60,100,90,7,5,2004,2005,80,60,70,70,0,0.0,80,65,100,80,65,70,100,724,10,0,64,788,100,100,1,100,788,702,0,1490,1,0,2,1,3,1,80,8,100,1,80,80,2004.0,100,2,388,65,65,100,100,75,0,0,0,0,0,0,0,0,2,2008,80,100,184000
1226,80,60,65.0,10482,1,0,100,100,100,60,100,13,60,60,100,40,6,8,1958,1958,100,60,70,70,85,63.0,65,80,70,65,65,70,100,507,10,0,81,588,100,100,1,100,1138,0,0,1138,0,1,1,0,3,1,50,6,100,0,0,80,1958.0,66,1,264,65,65,100,224,0,0,0,0,0,0,25,0,0,6,2007,80,100,145000
1227,60,60,86.0,14598,1,0,75,100,100,100,100,22,50,60,100,90,6,5,2007,2007,80,60,70,70,100,74.0,80,65,100,80,65,40,10,0,10,0,894,894,100,100,1,100,894,1039,0,1933,0,0,2,1,4,1,80,9,100,1,80,100,2007.0,100,3,668,65,65,100,100,18,0,0,0,0,0,0,0,0,1,2008,80,100,214000
1228,20,60,72.0,8872,1,0,100,100,100,80,100,13,60,60,100,70,5,8,1965,2008,80,60,70,70,85,300.0,65,65,70,65,65,20,80,595,10,0,317,912,100,100,1,100,912,0,0,912,1,0,1,0,2,1,80,5,100,0,0,60,1992.0,33,2,576,65,65,100,0,240,0,0,0,0,0,0,0,0,12,2008,80,100,147000
1229,120,60,65.0,8769,1,0,100,100,100,80,100,17,60,60,80,70,9,5,2008,2008,100,60,40,40,85,766.0,100,65,100,100,65,20,100,1540,10,0,162,1702,100,100,1,100,1702,0,0,1702,1,0,1,1,1,1,100,7,100,1,80,80,2008.0,100,3,1052,65,65,100,0,72,0,0,224,0,0,0,0,0,10,2008,100,80,367294
1230,80,60,70.0,7910,1,0,100,100,100,60,100,13,60,60,100,40,5,5,1960,1960,100,60,90,45,0,0.0,65,65,70,65,65,20,80,666,10,0,409,1075,100,80,1,100,1507,0,0,1507,0,0,2,0,4,1,50,7,35,0,0,70,1960.0,33,1,404,65,65,100,0,0,0,0,0,0,0,75,0,0,8,2008,80,100,127000
1231,90,60,71.0,18890,1,0,75,100,100,60,100,20,50,20,50,80,5,5,1977,1977,30,60,35,35,0,1.0,65,65,70,80,65,20,100,498,50,211,652,1361,100,100,1,100,1361,1259,0,2620,0,0,2,2,4,2,50,12,100,1,65,100,1977.0,66,2,600,65,65,0,155,24,145,0,0,0,0,0,50,8300,8,2007,80,100,190000
1232,90,60,70.0,7728,1,0,100,100,100,60,100,13,60,60,50,40,5,6,1962,1962,100,60,60,60,85,120.0,65,65,70,65,65,70,80,803,10,0,303,1106,100,65,1,100,1190,0,0,1190,1,0,1,0,3,1,50,6,100,0,0,80,1962.0,33,2,540,65,65,100,0,18,0,0,0,0,0,75,0,0,5,2006,80,100,132500
1233,90,60,70.0,9842,1,0,100,100,100,40,100,13,60,60,50,70,4,5,1962,1962,80,60,45,45,0,0.0,65,65,40,0,0,0,0,0,0,0,0,0,100,65,1,100,1224,0,0,1224,0,0,2,0,2,2,50,6,100,0,0,40,1962.0,33,2,462,65,65,100,0,0,0,0,0,0,0,0,0,0,3,2007,80,100,101800
1234,20,60,73.0,12160,1,0,75,100,100,60,100,13,60,60,100,70,5,5,1959,1959,100,60,35,35,85,180.0,65,65,70,65,65,20,50,1000,10,0,188,1188,100,40,1,100,1188,0,0,1188,1,0,1,0,3,1,50,6,100,0,0,80,1959.0,66,2,531,65,65,100,0,0,0,0,0,0,0,50,0,0,5,2010,30,20,142000
1235,70,50,55.0,8525,1,0,100,70,100,60,100,19,60,60,100,90,5,6,1911,1950,80,60,40,40,0,0.0,65,65,100,65,65,70,10,0,10,0,940,940,100,65,0,75,1024,940,0,1964,0,0,1,1,4,1,50,7,100,0,0,0,0.0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,11,2008,80,20,130000
1236,70,60,96.0,13132,1,0,100,100,100,60,100,7,60,60,100,90,5,5,1914,1950,80,60,60,60,0,0.0,65,65,80,80,65,40,10,0,10,0,747,747,100,80,1,50,892,892,0,1784,0,0,1,1,4,1,50,9,100,0,0,60,1914.0,33,1,180,40,40,0,203,40,0,0,0,0,0,0,0,0,7,2006,80,100,138887
1237,160,60,36.0,2628,1,0,100,100,100,60,100,17,60,60,25,90,7,5,2003,2003,80,60,70,65,100,106.0,80,65,100,80,65,20,10,0,10,0,764,764,100,100,1,100,764,862,0,1626,0,0,2,1,2,1,80,6,100,0,0,100,2003.0,66,2,474,65,65,100,0,27,0,0,0,0,0,0,0,0,6,2010,80,100,175500
1238,60,60,41.0,12393,1,0,50,100,100,40,100,6,60,60,100,90,7,5,2004,2005,80,60,70,70,0,0.0,80,65,100,80,65,20,10,0,10,0,847,847,100,100,1,100,847,1101,0,1948,0,0,2,1,4,1,80,8,100,1,80,100,2004.0,100,2,434,65,65,100,100,48,0,0,0,0,0,0,0,0,9,2006,80,100,195000
1239,20,60,63.0,13072,1,0,100,100,100,60,100,21,20,60,100,70,6,5,2005,2005,80,60,70,70,0,0.0,80,65,100,80,65,20,10,0,10,0,1141,1141,100,100,1,100,1141,0,0,1141,0,0,1,1,3,1,50,6,100,0,0,60,2005.0,33,2,484,65,65,100,0,0,0,0,0,0,0,0,0,0,3,2006,80,20,142500
1240,20,60,64.0,9037,1,0,75,50,100,60,100,24,60,60,100,70,8,5,2006,2006,100,60,70,70,85,32.0,80,65,100,80,65,70,100,428,10,0,1048,1476,100,100,1,100,1484,0,0,1484,0,0,2,0,2,1,100,6,100,1,80,80,2006.0,66,2,472,65,65,100,120,33,0,0,0,0,0,0,0,0,12,2007,80,100,265900
1241,60,60,65.0,8158,1,0,100,100,100,60,100,6,60,60,100,90,7,5,2003,2003,80,60,70,70,85,252.0,80,65,100,80,65,20,100,550,10,0,334,884,100,100,1,100,884,884,0,1768,1,0,2,1,3,1,80,8,100,0,0,80,2003.0,66,2,543,65,65,100,0,63,0,0,0,0,0,0,0,0,7,2008,80,100,224900
1242,20,60,83.0,9849,1,0,100,100,100,60,100,22,60,60,100,70,7,6,2007,2007,100,60,70,70,100,0.0,80,65,100,80,65,70,10,0,10,0,1689,1689,100,100,1,100,1689,0,0,1689,0,0,2,0,3,1,80,7,100,0,0,80,2007.0,66,3,954,65,65,100,0,56,0,0,0,0,0,0,0,0,6,2007,100,80,248328
1243,85,60,85.0,10625,1,0,100,100,100,60,100,15,60,60,100,30,7,6,1974,1974,80,60,35,35,85,81.0,65,65,70,80,65,100,100,885,30,168,0,1053,100,65,1,100,1173,0,0,1173,1,0,2,0,3,1,80,6,100,2,65,80,1974.0,66,2,528,65,65,100,0,120,0,0,0,0,0,50,0,0,1,2010,80,40,170000
1244,20,60,107.0,13891,1,0,100,100,100,60,100,17,60,60,100,70,10,5,2006,2006,80,60,70,70,0,0.0,100,65,100,100,80,100,100,1386,10,0,690,2076,100,100,1,100,2076,0,0,2076,1,0,2,1,2,1,100,7,100,1,80,80,2006.0,100,3,850,65,65,100,216,229,0,0,0,0,0,0,0,0,9,2006,100,80,465000
1245,70,60,74.0,11435,1,0,75,50,100,80,50,7,60,60,100,90,8,7,1929,1950,80,60,90,75,0,0.0,65,65,100,80,65,20,10,0,10,0,792,792,100,40,1,100,792,725,0,1517,0,0,1,0,3,1,80,7,100,2,80,60,1931.0,33,2,400,65,65,100,0,0,0,0,0,0,0,0,0,0,6,2006,80,100,230000
1246,80,60,78.0,12090,1,0,100,100,100,60,100,15,60,60,100,40,6,7,1984,2003,100,60,70,70,85,74.0,65,65,70,80,65,20,10,0,10,0,585,585,100,100,1,100,1140,728,0,1868,0,0,3,1,3,1,50,7,100,1,65,100,1984.0,100,2,477,65,65,100,268,112,0,0,147,0,0,0,0,0,1,2007,80,20,178000
1247,60,30,65.0,8125,1,0,100,100,100,60,100,22,60,60,100,90,7,5,2005,2006,80,60,70,70,0,0.0,80,65,100,80,65,20,10,0,10,0,756,756,100,100,1,100,756,797,0,1553,0,0,2,1,3,1,80,6,100,0,0,80,2005.0,66,2,615,65,65,100,0,45,0,0,0,0,0,0,0,0,3,2006,100,80,186500
1248,80,60,73.0,12328,1,0,75,100,100,60,100,12,60,60,100,40,6,5,1976,1976,80,60,45,45,85,335.0,65,65,70,65,65,70,100,539,10,0,473,1012,100,65,1,100,1034,0,0,1034,1,0,1,0,3,1,50,6,100,0,0,80,1976.0,33,3,888,65,65,100,0,0,0,0,0,0,0,0,0,0,5,2010,80,100,169900
1249,75,80,60.0,9600,1,2,100,100,100,60,100,18,60,60,100,60,6,5,1917,1950,80,60,15,15,0,0.0,65,65,80,80,65,20,50,319,10,0,416,735,60,40,0,100,1134,924,0,2058,0,0,1,1,3,1,50,8,100,1,80,60,1950.0,33,2,396,40,40,50,0,0,259,0,0,0,0,0,0,0,4,2008,80,100,129500
1250,20,60,60.0,7200,1,0,100,100,100,60,100,13,60,60,100,70,5,7,1950,1950,80,60,40,40,0,0.0,65,65,70,65,65,20,60,534,50,96,246,876,100,65,1,100,988,0,0,988,0,0,1,0,3,1,50,6,100,0,0,80,1950.0,33,1,276,65,65,100,0,80,0,0,0,0,0,0,0,0,5,2007,80,100,119000
1251,20,60,93.0,11160,1,0,100,100,100,80,100,13,60,60,100,70,7,5,1968,1968,100,60,90,90,0,0.0,80,65,70,65,65,20,80,1065,10,0,1045,2110,100,100,1,100,2110,0,0,2110,1,0,2,1,3,1,100,8,100,2,65,80,1968.0,100,2,522,65,65,100,0,0,0,0,0,0,0,0,0,0,4,2010,80,100,244000
1252,120,60,88.5,3136,1,0,75,100,100,80,100,17,60,60,80,70,7,5,2003,2003,80,60,70,65,100,163.0,80,65,100,80,65,20,10,0,10,0,1405,1405,100,100,1,100,1405,0,0,1405,0,0,2,0,2,1,80,6,100,1,80,80,2003.0,66,2,478,65,65,100,148,36,0,0,0,0,0,0,0,0,3,2006,80,100,171750
1253,20,60,62.0,9858,1,0,100,100,100,60,100,12,60,60,100,70,5,6,1968,1968,80,60,45,45,0,0.0,65,65,70,65,65,20,60,510,10,0,354,864,100,65,1,100,874,0,0,874,1,0,1,0,3,1,50,5,100,0,0,80,1968.0,66,1,288,65,65,100,33,0,0,0,0,0,0,75,37,600,11,2009,80,100,130000
1254,60,60,68.0,17542,1,0,75,100,100,60,100,25,60,60,100,90,7,7,1974,2003,80,60,60,60,0,0.0,80,65,70,65,65,100,30,125,80,1031,36,1192,100,65,1,100,1516,651,0,2167,1,0,2,1,3,1,80,9,100,2,80,80,1974.0,66,2,518,65,65,100,220,47,0,0,0,0,0,50,0,0,7,2007,80,100,294000
1255,60,60,60.0,6931,1,0,100,100,100,60,100,8,60,60,100,90,7,5,2003,2004,80,60,70,70,100,92.0,80,65,100,80,65,20,10,0,10,0,746,746,100,100,1,100,760,896,0,1656,0,0,2,1,3,1,80,7,100,1,80,100,2003.0,100,2,397,65,65,100,178,128,0,0,0,0,0,0,0,0,7,2008,80,100,165400
1256,50,80,52.0,6240,1,0,100,100,100,60,100,4,60,60,100,80,6,6,1931,1950,80,60,60,60,0,0.0,65,65,80,65,40,20,30,425,10,0,459,884,100,65,1,75,959,408,0,1367,0,0,1,0,3,1,50,6,100,1,80,60,1978.0,33,1,560,65,65,100,0,0,0,0,120,0,0,0,0,0,11,2007,80,100,127500
1257,20,60,91.0,14303,1,0,75,100,100,80,100,16,60,60,100,70,8,5,1994,1994,100,60,45,45,85,554.0,80,65,100,80,65,100,100,1314,10,0,672,1986,100,100,1,100,1987,0,0,1987,1,0,2,0,2,1,80,7,100,1,65,80,1994.0,100,2,691,65,65,100,262,36,0,0,0,0,0,0,0,0,8,2008,80,100,301500
1258,30,60,56.0,4060,1,0,100,100,100,80,100,8,50,60,100,70,5,8,1922,1950,80,60,60,60,0,0.0,65,65,100,40,65,20,10,0,10,0,864,864,100,100,1,100,864,0,0,864,0,0,1,0,2,1,50,4,100,0,0,0,0.0,0,0,0,0,0,100,0,96,0,0,0,0,0,0,0,0,7,2009,80,100,99900
1259,80,60,59.0,9587,1,0,75,100,100,60,100,9,60,60,100,40,7,5,2005,2005,80,60,70,70,100,182.0,80,65,100,80,65,100,100,655,10,0,201,856,100,100,1,100,1166,0,0,1166,1,0,2,0,2,1,80,5,100,0,0,80,2005.0,100,2,400,65,65,100,212,0,0,0,0,0,0,0,0,0,7,2008,80,100,190000
1260,20,60,65.0,9750,1,0,100,100,100,40,100,13,60,60,100,70,6,8,1969,1969,80,60,45,45,0,0.0,65,65,70,80,65,20,80,602,30,438,14,1054,100,80,1,100,1054,0,0,1054,1,0,1,1,3,1,50,6,100,0,0,80,1969.0,33,2,460,65,65,100,180,0,0,0,80,0,0,0,0,0,7,2008,80,100,151000
1261,60,60,65.0,24682,1,0,25,100,100,100,100,9,20,60,100,90,6,5,1999,1999,80,60,70,70,0,0.0,65,65,100,80,65,20,10,0,10,0,841,841,100,100,1,100,892,783,0,1675,0,0,2,1,3,1,50,7,100,1,65,100,1999.0,100,2,502,65,65,100,0,103,0,0,0,0,0,0,0,0,6,2009,80,100,181000
1262,20,60,80.0,9600,1,0,100,100,100,60,100,13,60,60,100,70,5,6,1956,1956,100,60,40,40,0,0.0,65,65,70,65,65,20,50,504,10,0,546,1050,100,80,1,100,1050,0,0,1050,0,0,1,0,2,1,50,5,100,0,0,80,1956.0,33,1,338,65,65,100,0,0,0,0,0,0,0,0,0,0,6,2009,80,100,128900
1263,50,60,80.0,11250,1,0,100,100,100,60,100,5,60,60,100,80,4,5,1957,1989,80,60,60,60,0,0.0,65,65,70,65,65,70,10,0,10,0,1104,1104,100,100,1,75,1104,684,0,1788,1,0,1,0,5,1,50,8,70,2,65,80,1957.0,33,1,304,65,65,100,120,0,0,0,0,0,0,0,0,0,11,2009,80,100,161500
1264,70,60,60.0,13515,1,1,100,100,100,60,100,4,60,60,100,90,6,6,1919,1950,50,60,60,60,0,0.0,65,65,100,65,65,20,10,0,10,0,764,764,100,100,1,75,1060,764,0,1824,0,0,1,0,3,1,50,8,100,1,80,60,1940.0,33,2,520,65,65,0,0,0,126,0,0,0,0,100,0,0,7,2007,80,100,180500
1265,120,50,34.0,4060,1,0,100,100,100,60,100,13,60,60,80,70,6,5,1998,1999,80,60,40,40,0,0.0,80,65,100,80,65,20,100,266,10,0,1139,1405,100,100,1,100,1337,0,0,1337,1,0,2,0,2,1,80,5,100,0,0,80,1998.0,100,2,511,65,65,100,144,68,0,0,0,0,0,0,0,0,8,2008,30,20,181000
1266,160,30,35.0,3735,1,0,100,100,100,20,100,22,60,60,80,90,7,5,1999,1999,100,60,40,40,85,218.0,80,65,100,80,65,20,100,450,10,0,241,691,100,100,1,100,713,739,0,1452,1,0,2,1,3,1,80,6,100,0,0,60,1999.0,33,2,506,65,65,100,0,34,0,0,0,0,0,0,0,0,3,2006,80,100,183900
